stem.master,plot,asn,stem.asn,species,dbh,alive,sh
2541,WA3TS,3,9,ACRU,39,Y,NA
2542,WA3TS,3,10,TSCA,15.7,Y,NA
2543,WA3TS,3,11,OSVI,13.8,N,12
2544,WA3TS,3,12,FRAM,31.2,Y,NA
2545,WA3TS,3,13,BELE,14.2,Y,NA
2546,WA3TS,3,14,ACRU,13.1,Y,NA
2547,WA3TS,3,15,ACSA,6,Y,NA
2548,WA3TS,3,16,TSCA,26.3,Y,NA
2549,WA3TS,4,1,BELE,24.5,Y,NA
2550,WA3TS,4,2,TSCA,33.2,Y,NA
2551,WA3TS,4,3,TSCA,13.5,Y,NA
2552,WA3TS,4,4,TSCA,19.7,Y,NA
2553,WA3TS,4,5,TSCA,32.3,Y,NA
2554,WA3TS,4,6,BELE,28.5,Y,NA
2555,WA3TS,4,7,BELE,26.5,N,2
2556,WA3TS,4,8,TSCA,7.3,Y,NA
2557,WA3TS,4,9,BELE,17.5,N,2
2558,WA3TS,4,10,FRAM,34,Y,NA
2559,WA3TS,4,11,FRAM,22.5,N,12
2560,WA3TS,4,12,BELE,28.7,Y,NA
2561,WA3TS,4,13,BELE,28.4,Y,NA
2562,WA3TS,4,14,BEAL,40.2,Y,NA
2563,WA3TS,4,15,FRAM,10.6,Y,NA
2564,WA3TS,4,16,BELE,33.7,Y,NA
2565,WA3TS,5,1,FRAM,25.2,Y,NA
2566,WA3TS,5,2,TSCA,24,Y,NA
2567,WA3TS,5,3,TSCA,9.3,Y,NA
2568,WA3TS,5,4,TSCA,39.1,Y,NA
2569,WA3TS,5,5,ACRU,30,Y,NA
2570,WA3TS,5,6,BELE,15.3,N,5
2571,WA3TS,5,7,TSCA,19.2,Y,NA
2572,WA3TS,5,8,ACRU,32.8,Y,NA
2573,WA3TS,5,9,BELE,29.5,Y,NA
2574,WA3TS,5,10,TSCA,38.6,Y,NA
2575,WA3TS,5,11,TSCA,20.3,Y,NA
2576,WA3TS,5,12,TSCA,26.2,Y,NA
2577,WA3TS,5,13,ACRU,21.3,Y,NA
2578,WA3TS,5,14,TSCA,30.6,Y,NA
2579,WA3TS,5,15,TSCA,11.9,N,3
2580,WA3TS,5,16,TSCA,9.3,N,8
2581,WA3TS,5,17,ACRU,29.8,Y,NA
2582,WA3TS,5,18,ACRU,25,Y,NA
2583,WA3TS,5,19,TSCA,18.5,Y,NA
2584,WA3TS,5,20,ACRU,23,N,16
2585,WA3TS,5,21,ACRU,28.7,Y,NA
2586,WA3TS,5,22,ACSA,18.7,Y,NA
2587,WA1TS,1,1,TSCA,23.6,Y,NA
2588,WA1TS,1,2,TSCA,16.8,Y,NA
2589,WA1TS,1,3,TSCA,33.7,Y,NA
2590,WA1TS,1,4,TSCA,26.8,Y,NA
2591,WA1TS,1,5,TSCA,33.5,Y,NA
2592,WA1TS,1,6,TSCA,7.5,N,3
2593,WA1TS,1,7,TSCA,26.7,Y,NA
2594,WA1TS,1,8,TSCA,38,Y,NA
2595,WA1TS,1,9,BELE,14.5,Y,NA
2596,WA1TS,1,10,TSCA,32,Y,NA
2597,WA1TS,1,11,TSCA,35.8,Y,NA
2598,WA1TS,1,12,TSCA,36.5,Y,NA
2599,WA1TS,1,13,UNKN,12.5,N,3
2600,WA1TS,1,14,TSCA,39.4,Y,NA
2601,WA1TS,1,15,TSCA,35.5,Y,NA
2602,WA1TS,2,1,TSCA,38.5,Y,NA
2603,WA1TS,2,2,TSCA,38.7,Y,NA
2604,WA1TS,2,3,TSCA,37.6,Y,NA
2605,WA1TS,2,4,TSCA,24.5,Y,NA
2606,WA1TS,2,5,TSCA,34.4,Y,NA
2607,WA1TS,2,6,TSCA,22.9,Y,NA
2608,WA1TS,2,7,QURU,24.8,Y,NA
2609,WA1TS,2,8,QURU,36.2,Y,NA
2610,WA1TS,2,9,TSCA,39.3,Y,NA
2611,WA1TS,2,10,TSCA,24.3,Y,NA
2612,WA1TS,2,11,BELE,16.8,Y,NA
2613,WA1TS,2,12,BELE,22.9,Y,NA
2614,WA1TS,2,13,TSCA,44.5,Y,NA
2615,WA1TS,3,1,TSCA,23.5,Y,NA
2616,WA1TS,3,2,TSCA,19,Y,NA
2617,WA1TS,3,3,TSCA,42.5,Y,NA
2618,WA1TS,3,4,TSCA,32,Y,NA
2619,WA1TS,3,5,TSCA,40.3,N,12
2620,WA1TS,3,6,TSCA,39.5,N,12
2621,WA1TS,3,7,TSCA,32.8,N,6
2622,WA1TS,3,8,TSCA,6.3,Y,NA
2623,WA1TS,3,9,TSCA,24,Y,NA
2624,WA1TS,3,10,TSCA,6.7,Y,NA
2625,WA1TS,3,11,TSCA,49,Y,NA
2626,WA1TS,3,12,TSCA,10.5,Y,NA
2627,WA1TS,3,13,TSCA,10.2,Y,NA
2628,WA1TS,3,14,TSCA,6.2,Y,NA
2629,WA1TS,3,15,TSCA,5.5,Y,NA
2630,WA1TS,3,16,TSCA,8.3,Y,NA
2631,WA1TS,3,17,TSCA,27.8,Y,NA
2632,WA1TS,3,18,TSCA,23.1,Y,NA
2633,WA1TS,3,19,TSCA,19.4,N,6
2634,WA1TS,3,20,TSCA,11,Y,NA
2635,WA1TS,3,21,TSCA,7.2,Y,NA
2636,WA1TS,3,22,TSCA,18.7,Y,NA
2637,WA1TS,3,23,TSCA,6.1,Y,NA
2638,WA1TS,3,24,TSCA,12.5,Y,NA
2639,WA1TS,3,25,TSCA,10.5,Y,NA
2640,WA1TS,3,26,TSCA,8.5,Y,NA
2641,WA1TS,3,27,TSCA,13.5,Y,NA
2642,WA1TS,3,28,TSCA,7,Y,NA
2643,WA1TS,4,1,TSCA,42.6,Y,NA
2644,WA1TS,4,2,TSCA,45.9,Y,NA
2645,WA1TS,4,3,TSCA,49.3,Y,NA
2646,WA1TS,4,4,TSCA,53.1,Y,NA
2647,WA1TS,4,5,TSCA,50.5,Y,NA
2648,WA1TS,4,6,TSCA,35.8,Y,NA
2649,WA1TS,4,7,TSCA,36.2,Y,NA
2650,WA1TS,4,8,TSCA,32.2,Y,NA
2651,WA1TS,5,1,TSCA,47.9,Y,NA
2652,WA1TS,5,2,TSCA,35.4,Y,NA
2653,WA1TS,5,3,TSCA,19.7,Y,NA
2654,WA1TS,5,4,TSCA,29.9,Y,NA
2655,WA1TS,5,5,PIST,43,Y,NA
2656,WA1TS,5,6,TSCA,23.7,Y,NA
2657,WA1TS,5,7,TSCA,27.6,Y,NA
2658,WA1TS,5,8,TSCA,21.1,Y,NA
2659,WA1TS,5,9,TSCA,20.4,Y,NA
2660,WA1TS,5,10,TSCA,7.4,N,5
2661,WA1TS,5,11,BELE,21.2,Y,NA
2662,WA1TS,5,12,TSCA,35.3,Y,NA
2663,WA1TS,5,13,PIST,31.8,Y,NA
2664,WA1TS,5,14,TSCA,20,N,8
2665,WA1TS,5,15,TSCA,27.9,Y,NA
2666,WA1TS,5,16,TSCA,14.5,Y,NA
2667,WA1TS,5,17,TSCA,35.3,Y,NA
2668,WA1TS,5,18,TSCA,17.5,Y,NA
2669,WA1MD,1,1,FAGR,21,Y,NA
2670,WA1MD,1,2,QURU,59.6,Y,NA
2671,WA1MD,1,3,FAGR,7.6,Y,NA
2672,WA1MD,1,4,FAGR,5.9,Y,NA
2673,WA1MD,1,5,FAGR,8.1,Y,NA
2674,WA1MD,1,6,QURU,17,N,14
2675,WA1MD,1,7,FAGR,7,Y,NA
2676,WA1MD,1,8,FAGR,14.4,Y,NA
2677,WA1MD,1,9,FAGR,9.4,Y,NA
2678,WA1MD,1,10,FAGR,6.2,N,3
2679,WA1MD,1,11,BEAL,24.5,Y,NA
2680,WA1MD,1,12,QURU,25,Y,NA
2681,WA1MD,1,13,ACRU,35.4,Y,NA
2682,WA1MD,1,14,ACRU,10.8,Y,NA
2683,WA1MD,1,15,HAVI,6.4,Y,NA
2684,WA1MD,1,16,QURU,37.8,Y,NA
2685,WA1MD,1,17,FAGR,10.6,Y,NA
2686,WA1MD,1,18,ACRU,16.5,Y,NA
2687,WA1MD,2,1,UNKN,14,N,5
2688,WA1MD,2,2,ACRU,12.7,N,8
2689,WA1MD,2,3,HAVI,6.5,Y,NA
2690,WA1MD,2,4,BELE,25.8,Y,NA
2691,WA1MD,2,5,ACRU,27.4,Y,NA
2692,WA1MD,2,6,QURU,17.6,Y,NA
2693,WA1MD,2,7,ACRU,9.2,Y,NA
2694,WA1MD,2,8,FAGR,7.3,Y,NA
2695,WA1MD,2,9,ACRU,7.8,Y,NA
2696,WA1MD,2,10,ACRU,13.5,Y,NA
2697,WA1MD,2,11,BELE,14.3,Y,NA
2698,WA1MD,2,12,BELE,6.3,Y,NA
2699,WA1MD,2,13,ACRU,10.4,Y,NA
2700,WA1MD,2,14,ACRU,14.7,N,2
2701,WA1MD,2,15,BELE,12.6,Y,NA
2702,WA1MD,2,16,BELE,12.1,Y,NA
2703,WA1MD,3,1,QURU,34.1,Y,NA
2704,WA1MD,3,2,ACRU,9.6,Y,NA
2705,WA1MD,3,3,ACRU,10.3,Y,NA
2706,WA1MD,3,4,ACRU,6.2,Y,NA
2707,WA1MD,3,5,QURU,22.3,Y,NA
2708,WA1MD,3,6,ACRU,13.9,Y,NA
2709,WA1MD,3,7,ACRU,8.2,Y,NA
2710,WA1MD,3,8,BELE,10.4,Y,NA
2711,WA1MD,3,9,HAVI,6.1,Y,NA
2712,WA1MD,3,10,HAVI,5.9,Y,NA
2713,WA1MD,3,11,HAVI,7.5,Y,NA
2714,WA1MD,3,12,BELE,16.5,Y,NA
2715,WA1MD,3,13,PIST,10,N,2
2716,WA1MD,3,14,HAVI,6.6,Y,NA
2717,WA1MD,3,15,FAGR,6,Y,NA
2718,WA1MD,3,16,FAGR,6.9,Y,NA
2719,WA1MD,3,17,QURU,9.1,Y,NA
2720,WA1MD,3,18,ACRU,10.7,Y,NA
2721,WA1MD,4,1,QURU,79,Y,NA
2722,WA1MD,4,2,ACRU,6.5,Y,NA
2723,WA1MD,4,3,HAVI,5.2,Y,NA
2724,WA1MD,4,4,HAVI,5.3,Y,NA
2725,WA1MD,4,5,QURU,29,Y,NA
2726,WA1MD,4,6,QURU,41.6,Y,NA
2727,WA1MD,4,7,HAVI,6.3,Y,NA
2728,WA1MD,4,8,HAVI,5.9,Y,NA
2729,WA1MD,4,9,ACSA,7.5,Y,NA
2730,WA1MD,4,10,ACRU,15.1,Y,NA
2731,WA1MD,5,1,BELE,8.3,Y,NA
2732,WA1MD,5,2,ACRU,17.4,N,6
2733,WA1MD,5,3,ACRU,7.1,Y,NA
2734,WA1MD,5,4,ACRU,11.4,Y,NA
2735,WA1MD,5,5,ACRU,6.5,N,4
2736,WA1MD,5,6,ACRU,10.6,Y,NA
2737,WA1MD,5,7,ACRU,20.3,Y,NA
2738,WA1MD,5,8,FAGR,13.3,Y,NA
2739,WA1MD,5,9,QURU,32.5,Y,NA
2740,WA1MD,5,10,FAGR,5.9,Y,NA
2741,WA1MD,5,11,QURU,23.2,Y,NA
2742,WA1MD,5,12,ACRU,8.6,Y,NA
2743,WA1MD,5,13,BELE,26,Y,NA
2744,WA1MD,5,14,BELE,17.6,Y,NA
2745,WA1MD,5,15,BELE,25.2,Y,NA
2746,WA1MD,5,16,FAGR,6.9,Y,NA
2747,WA1MD,5,17,ACRU,25.2,Y,NA
2748,WA1MD,5,18,ACRU,19.4,N,4
2749,WA1MD,5,19,FAGR,12.1,Y,NA
2750,WA2MD,1,1,QURU,25.9,Y,NA
2751,WA2MD,1,2,QURU,17.6,Y,NA
2752,WA2MD,1,3,OSVI,5.2,Y,NA
2753,WA2MD,1,4,QURU,28,Y,NA
2754,WA2MD,1,5,QURU,23.1,Y,NA
2755,WA2MD,1,6,QURU,11,N,5
2756,WA2MD,1,7,QURU,13.5,Y,NA
2757,WA2MD,1,8,QURU,22,Y,NA
2758,WA2MD,1,9,QURU,10,N,2
2759,WA2MD,1,10,QURU,11,N,4
2760,WA2MD,1,11,QURU,25.1,Y,NA
2761,WA2MD,1,12,QURU,15.9,Y,NA
2762,WA2MD,1,13,QURU,19.4,Y,NA
2763,WA2MD,1,14,QURU,15.6,Y,NA
2764,WA2MD,1,15,OSVI,5.1,Y,NA
2765,WA2MD,1,16,OSVI,5,Y,NA
2766,WA2MD,1,17,QURU,12.7,N,6
2767,WA2MD,1,18,QURU,16.2,Y,NA
2768,WA2MD,1,19,QURU,12,N,6
2769,WA2MD,1,20,QURU,25.3,Y,NA
2770,WA2MD,1,21,QURU,18.9,Y,NA
2771,WA2MD,1,22,QURU,11.7,N,5
2772,WA2MD,1,23,QURU,15.6,Y,NA
2773,WA2MD,1,24,OSVI,5.7,Y,NA
2774,WA2MD,1,25,OSVI,5.6,Y,NA
2775,WA2MD,2,1,FAGR,32.6,Y,NA
2776,WA2MD,2,2,FAGR,21,Y,NA
2777,WA2MD,2,3,QURU,52.5,Y,NA
2778,WA2MD,2,4,FAGR,26,Y,NA
2779,WA2MD,2,5,OSVI,15.9,Y,NA
2780,WA2MD,2,6,OSVI,7.3,Y,NA
2781,WA2MD,2,7,OSVI,8.5,Y,NA
2782,WA2MD,2,8,QURU,38.3,Y,NA
2783,WA2MD,2,9,ACRU,20.5,Y,NA
2784,WA2MD,2,10,ACRU,22.1,Y,NA
2785,WA2MD,2,11,FAGR,13.4,Y,NA
2786,WA2MD,2,12,ACRU,13,Y,NA
2787,WA2MD,2,13,ACRU,9.4,N,3
2788,WA2MD,3,1,QURU,18.7,Y,NA
2789,WA2MD,3,2,QURU,5.1,N,3
2790,WA2MD,3,3,QURU,30.5,Y,NA
2791,WA2MD,3,4,QURU,10,N,6
2792,WA2MD,3,5,QURU,19.8,Y,NA
2793,WA2MD,3,6,QURU,42.6,Y,NA
2794,WA2MD,3,7,QURU,14.2,Y,NA
2795,WA2MD,3,8,FAGR,6,Y,NA
2796,WA2MD,3,9,QURU,21.6,Y,NA
2797,WA2MD,3,10,FAGR,6.3,N,2
2798,WA2MD,3,11,QURU,13,Y,NA
2799,WA2MD,3,12,QURU,6.3,N,3
2800,WA2MD,3,13,QURU,14,N,8
2801,WA2MD,3,14,QURU,14.2,Y,NA
2802,WA2MD,3,15,QURU,11.7,N,6
2803,WA2MD,3,16,FAGR,8.2,Y,NA
2804,WA2MD,3,17,QURU,13.1,Y,NA
2805,WA2MD,3,18,QURU,12.3,Y,NA
2806,WA2MD,3,19,FAGR,9.1,Y,NA
2807,WA2MD,3,20,QURU,18.7,Y,NA
2808,WA2MD,3,21,QURU,6.1,Y,NA
2809,WA2MD,3,22,QURU,25.8,Y,NA
2810,WA2MD,3,23,FAGR,8.8,N,2
2811,WA2MD,3,24,QURU,10.8,N,8
2812,WA2MD,4,1,FAGR,9.8,Y,NA
2813,WA2MD,4,2,QURU,32.5,Y,NA
2814,WA2MD,4,3,QURU,14,N,3
2815,WA2MD,4,4,QURU,20.6,Y,NA
2816,WA2MD,4,5,QURU,6.3,N,2
2817,WA2MD,4,6,UNKN,5.3,N,5
2818,WA2MD,4,7,FAGR,7.6,N,1
2819,WA2MD,4,8,QURU,25.4,Y,NA
2820,WA2MD,4,9,FAGR,12.2,Y,NA
2821,WA2MD,4,10,FAGR,9.8,Y,NA
2822,WA2MD,4,11,FAGR,7.2,Y,NA
2823,WA2MD,4,12,QURU,27.1,Y,NA
2824,WA2MD,4,13,FAGR,10,Y,NA
2825,WA2MD,4,14,FAGR,5.1,Y,NA
2826,WA2MD,4,15,FAGR,12.1,Y,NA
2827,WA2MD,4,16,FAGR,6.8,Y,NA
2828,WA2MD,4,17,FAGR,12.3,N,1
2829,WA2MD,4,18,QURU,43.3,Y,NA
2830,WA2MD,4,19,FAGR,11.6,N,1
2831,WA2MD,4,20,FAGR,13.8,Y,NA
2832,WA2MD,4,21,FAGR,9.6,Y,NA
2833,WA2MD,4,22,FAGR,7.7,Y,NA
2834,WA2MD,4,23,FAGR,8.1,Y,NA
2835,WA2MD,4,24,QURU,22.5,Y,NA
2836,WA2MD,4,25,FAGR,13.2,Y,NA
2837,WA2MD,4,26,QURU,16.1,Y,NA
2838,WA2MD,4,27,QURU,8,N,5
2839,WA2MD,4,28,QURU,14.4,N,3
2840,WA2MD,5,1,QURU,24.3,Y,NA
2841,WA2MD,5,2,QURU,35,Y,NA
2842,WA2MD,5,3,QURU,15.9,N,4
2843,WA2MD,5,4,QURU,33.4,Y,NA
2844,WA2MD,5,5,QURU,16.5,N,3
2845,WA2MD,5,6,QURU,27,Y,NA
2846,WA2MD,5,7,QURU,22.8,Y,NA
2847,WA2MD,5,8,FAGR,11.2,N,NA
2848,WA2MD,5,9,FAGR,21.4,Y,NA
2849,WA2MD,5,10,FAGR,22.7,N,5
2850,MGSFTS,1,1,TSCA,40.5,Y,NA
2851,MGSFTS,1,2,TSCA,47.3,Y,NA
2852,MGSFTS,1,3,TSCA,6.6,Y,NA
2853,MGSFTS,1,4,TSCA,21,Y,NA
2854,MGSFTS,1,5,TSCA,27,Y,NA
2855,MGSFTS,1,6,TSCA,12.7,N,12
2856,MGSFTS,1,7,TSCA,14.8,Y,NA
2857,MGSFTS,1,8,TSCA,10.9,Y,NA
2858,MGSFTS,1,9,ACRU,17.7,Y,NA
2859,MGSFTS,1,10,ACRU,12.6,N,1
2860,MGSFTS,1,11,TSCA,17,Y,NA
2861,MGSFTS,1,12,TSCA,20.5,Y,NA
2862,MGSFTS,1,13,TSCA,12.3,Y,NA
2863,MGSFTS,1,14,BELE,19.4,Y,NA
2864,MGSFTS,1,15,BEPA,17.9,Y,NA
2865,MGSFTS,1,16,TSCA,8,Y,NA
2866,MGSFTS,2,1,TSCA,10.5,Y,NA
2867,MGSFTS,2,2,BELE,25,Y,NA
2868,MGSFTS,2,3,TSCA,12.7,Y,NA
2869,MGSFTS,2,4,PIST,52.7,Y,NA
2870,MGSFTS,2,5,TSCA,8.3,Y,NA
2871,MGSFTS,2,6,TSCA,17.4,Y,NA
2872,MGSFTS,2,7,BELE,29.7,Y,NA
2873,MGSFTS,2,8,TSCA,45.6,Y,NA
2874,MGSFTS,2,9,TSCA,21.8,Y,NA
2875,MGSFTS,2,10,TSCA,37.8,Y,NA
2876,MGSFTS,2,11,TSCA,49.6,Y,NA
2877,MGSFTS,2,12,TSCA,25.2,Y,NA
2878,MGSFTS,2,13,FAGR,5.7,Y,NA
2879,MGSFTS,3,1,TSCA,18,Y,NA
2880,MGSFTS,3,2,PIST,21.8,Y,NA
2881,MGSFTS,3,3,BELE,19.9,Y,NA
2882,MGSFTS,3,4,TSCA,54.5,Y,NA
2883,MGSFTS,3,5,BELE,28.9,Y,NA
2884,MGSFTS,3,6,BELE,19.2,Y,NA
2885,MGSFTS,3,7,BEPA,15.5,Y,NA
2886,MGSFTS,3,8,BELE,16,Y,NA
2887,MGSFTS,3,9,FAGR,30.2,N,5
2888,MGSFTS,3,10,BEPA,14.5,Y,NA
2889,MGSFTS,3,11,TSCA,35,Y,NA
2890,MGSFTS,3,12,ACRU,31.3,Y,NA
2891,MGSFTS,3,13,BELE,19.8,Y,NA
2892,MGSFTS,3,14,TSCA,60.7,N,10
2893,MGSFTS,3,15,TSCA,5.5,Y,NA
2894,MGSFTS,4,1,TSCA,33.3,Y,NA
2895,MGSFTS,4,2,TSCA,25.5,Y,NA
2896,MGSFTS,4,3,BELE,16.6,Y,NA
2897,MGSFTS,4,4,ACRU,20.8,Y,NA
2898,MGSFTS,4,5,ACRU,16.9,Y,NA
2899,MGSFTS,4,6,BELE,28,Y,NA
2900,MGSFTS,4,7,BELE,16.4,Y,NA
2901,MGSFTS,4,8,TSCA,18,Y,NA
2902,MGSFTS,4,9,TSCA,19,Y,NA
2903,MGSFTS,4,10,BELE,25.5,Y,NA
2904,MGSFTS,4,11,BELE,17.8,Y,NA
2905,MGSFTS,4,12,BELE,11.9,Y,NA
2906,MGSFTS,4,13,TSCA,43.5,Y,NA
2907,MGSFTS,4,14,BELE,30.5,Y,NA
2908,MGSFTS,4,15,TSCA,9.7,N,8
2909,MGSFTS,4,16,TSCA,43.7,Y,NA
2910,MGSFTS,4,17,BELE,10.3,N,1
2911,MGSFTS,5,1,ACRU,30.6,Y,NA
2912,MGSFTS,5,2,TSCA,51,Y,NA
2913,MGSFTS,5,3,TSCA,22.8,Y,NA
2914,MGSFTS,5,4,TSCA,5.6,N,8
2915,MGSFTS,5,5,TSCA,5.4,N,8
2916,MGSFTS,5,6,TSCA,26,Y,NA
2917,MGSFTS,5,7,TSCA,20,Y,NA
2918,MGSFTS,5,8,TSCA,44.3,Y,NA
2919,MGSFTS,5,9,TSCA,21.1,Y,NA
2920,MGSFTS,5,10,TSCA,25.5,Y,NA
2921,MGSFTS,5,11,PIST,9.2,N,15
2922,MGSFTS,5,12,BELE,14.9,Y,NA
2923,MGSFTS,5,13,TSCA,7.5,Y,NA
2924,MGSFTS,5,14,ACRU,35.8,Y,NA
2925,MGSFTS,5,15,BELE,8.5,Y,NA
2926,MGSFTS,5,16,PIST,22.2,Y,NA
2927,MGSFTS,5,17,ACSA,7.4,N,12
2928,MGSFTS,5,18,ACRU,11.3,Y,NA
2929,MGSFTS,5,19,FAGR,16.1,Y,NA
2930,MGSFTS,5,20,BELE,17.4,Y,NA
2931,MGSFTS,5,21,TSCA,38.2,Y,NA
2932,MGSFMD,1,#REF!,ACRU,21.4,Y,NA
2933,MGSFMD,1,#REF!,ACSA,10.2,Y,NA
2934,MGSFMD,1,#REF!,FAGR,8.3,Y,NA
2935,MGSFMD,1,#REF!,BEPA,32.1,N,18
2936,MGSFMD,1,#REF!,BEPA,31,Y,NA
2937,MGSFMD,1,#REF!,TSCA,20.3,Y,NA
2938,MGSFMD,1,#REF!,ACSA,6.3,Y,NA
2939,MGSFMD,1,#REF!,ACSA,5.4,Y,NA
2940,MGSFMD,1,#REF!,ACSA,6.2,Y,NA
2941,MGSFMD,1,#REF!,ACSA,9.2,Y,NA
2942,MGSFMD,1,#REF!,TSCA,16,Y,NA
2943,MGSFMD,1,#REF!,BELE,14.5,Y,NA
2944,MGSFMD,1,#REF!,BELE,12.3,Y,NA
2945,MGSFMD,1,#REF!,BEAL,18,Y,NA
2946,MGSFMD,2,1,ACRU,24.3,Y,NA
2947,MGSFMD,2,2,BELE,22.3,Y,NA
2948,MGSFMD,2,3,BELE,20.3,Y,NA
2949,MGSFMD,2,4,TSCA,6.1,Y,NA
2950,MGSFMD,2,5,PIST,5.1,N,4
2951,MGSFMD,2,6,ACSA,13.2,Y,NA
2952,MGSFMD,2,7,ACSA,20.8,Y,NA
2953,MGSFMD,2,8,BEAL,6.1,Y,NA
2954,MGSFMD,2,9,ACRU,22.2,Y,NA
2955,MGSFMD,2,10,TSCA,23.9,Y,NA
2956,MGSFMD,2,11,TSCA,7.3,Y,NA
2957,MGSFMD,2,12,BELE,26.3,Y,NA
2958,MGSFMD,2,13,ACSA,11.1,Y,NA
2959,MGSFMD,2,14,TSCA,10.5,Y,NA
2960,MGSFMD,2,15,BELE,8.5,Y,NA
2961,MGSFMD,3,1,PIST,7.2,Y,NA
2962,MGSFMD,3,2,FAGR,11.4,Y,NA
2963,MGSFMD,3,3,FAGR,10.4,Y,NA
2964,MGSFMD,3,4,QURU,28.8,Y,NA
2965,MGSFMD,3,5,FAGR,6.3,Y,NA
2966,MGSFMD,3,6,FAGR,9,Y,NA
2967,MGSFMD,3,7,TSCA,22,Y,NA
2968,MGSFMD,3,8,PIST,9.8,Y,NA
2969,MGSFMD,3,9,BELE,7.7,Y,NA
2970,MGSFMD,3,10,FAGR,16.5,Y,NA
2971,MGSFMD,3,11,FAGR,5.6,Y,NA
2972,MGSFMD,3,12,BEAL,7.6,Y,NA
2973,MGSFMD,3,13,FAGR,8.7,Y,NA
2974,MGSFMD,3,14,FAGR,7,Y,NA
2975,MGSFMD,3,15,FAGR,14.6,Y,NA
2976,MGSFMD,3,16,FAGR,17.1,Y,NA
2977,MGSFMD,3,17,BEAL,5.4,Y,NA
2978,MGSFMD,3,18,TSCA,7.5,Y,NA
2979,MGSFMD,3,19,FAGR,8.4,Y,NA
2980,MGSFMD,3,20,TSCA,6.7,Y,NA
2981,MGSFMD,3,21,TSCA,5.3,Y,NA
2982,MGSFMD,4,1,TSCA,33.9,Y,NA
2983,MGSFMD,4,2,TSCA,32.1,Y,NA
2984,MGSFMD,4,3,PIST,26.8,Y,NA
2985,MGSFMD,4,4,PIST,31,Y,NA
2986,MGSFMD,4,5,ACRU,40.4,Y,NA
2987,MGSFMD,4,6,FAGR,9.1,N,10
2988,MGSFMD,4,7,FAGR,11.3,N,10
2989,MGSFMD,5,1,ACRU,15.6,Y,NA
2990,MGSFMD,5,2,QURU,32.6,Y,NA
2991,MGSFMD,5,3,FAGR,14.4,Y,NA
2992,MGSFMD,5,4,FAGR,18.3,Y,NA
2993,MGSFMD,5,5,BELE,21.3,Y,NA
2994,MGSFMD,5,6,BELE,14,Y,NA
2995,MGSFMD,5,7,BELE,26.2,Y,NA
2996,MGSFMD,5,8,TSCA,6.7,Y,NA
2997,MGSFMD,5,9,QURU,34.7,Y,NA
2998,MGSFMD,5,10,FAGR,22.5,Y,NA
2999,MGSFMD,5,11,PIST,72.8,Y,NA
3000,MGSFMD,5,12,FAGR,11.5,Y,NA
3001,MGSFMD,5,13,TSCA,14.9,Y,NA
3002,MGSFMD,5,14,PIST,37,Y,NA
3003,MGSFMD,5,15,TSCA,10.9,Y,NA
3004,MGSFMD,5,16,FAGR,48.4,Y,NA
3005,MGSFMD,5,17,TSCA,17.4,Y,NA
3006,MGSFMD,5,18,UNKN,14.8,N,8
3007,WSFTS,1,1,QURU,35.5,N,16
3008,WSFTS,1,2,TSCA,28.1,Y,NA
3009,WSFTS,1,3,TSCA,23.2,Y,NA
3010,WSFTS,1,4,TSCA,22.3,Y,NA
3011,WSFTS,1,5,TSCA,10.5,Y,NA
3012,WSFTS,1,6,TSCA,18.7,Y,NA
3013,WSFTS,1,7,TSCA,10.5,Y,NA
3014,WSFTS,1,8,TSCA,7.3,Y,NA
3015,WSFTS,1,9,TSCA,9.5,Y,NA
3016,WSFTS,1,10,TSCA,19.7,Y,NA
3017,WSFTS,1,11,TSCA,6.3,Y,NA
3018,WSFTS,1,12,FAGR,8.5,Y,NA
3019,WSFTS,1,13,TSCA,7.5,Y,NA
3020,WSFTS,1,14,TSCA,35.5,Y,NA
3021,WSFTS,1,15,TSCA,33.1,Y,NA
3022,WSFTS,1,16,TSCA,9.9,Y,NA
3023,WSFTS,1,17,TSCA,6.6,Y,NA
3024,WSFTS,1,18,QURU,23.3,N,16
3025,WSFTS,1,19,TSCA,9.7,Y,NA
3026,WSFTS,1,20,FAGR,9.5,Y,NA
3027,WSFTS,1,21,ACRU,14.5,Y,NA
3028,WSFTS,1,22,ACRU,12,Y,NA
3029,WSFTS,1,23,QURU,51,Y,NA
3030,WSFTS,1,24,ACRU,12.3,Y,NA
3031,WSFTS,1,25,TSCA,7.2,Y,NA
3032,WSFTS,2,1,TSCA,56.1,Y,NA
3033,WSFTS,2,2,FAGR,15.7,Y,NA
3034,WSFTS,2,3,FAGR,26.3,Y,NA
3035,WSFTS,2,4,TSCA,11.7,Y,NA
3036,WSFTS,2,5,FAGR,15,Y,NA
3037,WSFTS,2,6,TSCA,9.2,Y,NA
3038,WSFTS,2,7,TSCA,9.4,Y,NA
3039,WSFTS,2,8,TSCA,36.3,Y,NA
3040,WSFTS,2,9,TSCA,10.7,Y,NA
3041,WSFTS,2,10,TSCA,32,Y,NA
3042,WSFTS,2,11,TSCA,21.5,Y,NA
3043,WSFTS,2,12,TSCA,24.7,Y,NA
3044,WSFTS,2,13,TSCA,34.1,Y,NA
3045,WSFTS,2,14,TSCA,7.5,Y,NA
3046,WSFTS,2,15,FAGR,5.4,Y,NA
3047,WSFTS,3,1,FAGR,18.3,Y,NA
