stem.master,plot,asn,stem.asn,species,dbh,alive,sh
1,SC2MD,1,1,TSCA,26.3,Y,NA
2,SC2MD,1,2,TSCA,6,Y,NA
3,SC2MD,1,3,TSCA,14.7,Y,NA
4,SC2MD,1,4,ACRU,35.6,Y,NA
5,SC2MD,1,5,FAGR,9.8,Y,NA
6,SC2MD,1,6,TSCA,6,Y,NA
7,SC2MD,1,7,TSCA,11,N,6
8,SC2MD,1,8,UNKNOWN,19.3,N,NA
9,SC2MD,1,9,TSCA,30.5,Y,NA
10,SC2MD,1,10,TSCA,8.5,Y,NA
11,SC2MD,1,11,ACRU,15.6,Y,NA
12,SC2MD,1,12,BEPA,28.5,Y,NA
13,SC2MD,1,13,TSCA,17.9,Y,NA
14,SC2MD,1,14,TSCA,19.5,Y,NA
15,SC2MD,1,15,TSCA,11.7,Y,NA
16,SC2MD,1,16,FAGR,11.4,Y,NA
17,SC2MD,1,17,FAGR,6.5,Y,NA
18,SC2MD,1,18,FAGR,14.2,Y,NA
19,SC2MD,1,19,FAGR,24.2,N,15
20,SC2MD,1,20,TSCA,15.2,Y,NA
21,SC2MD,1,21,BELE,9,Y,NA
22,SC2MD,2,1,TSCA,22,Y,NA
23,SC2MD,2,2,FAGR,8.8,N,3
24,SC2MD,2,3,BEPA,25.4,Y,NA
25,SC2MD,2,4,BEPA,18.2,Y,NA
26,SC2MD,2,5,TSCA,28.1,Y,NA
27,SC2MD,2,6,FAGR,16.9,Y,NA
28,SC2MD,2,7,BEAL,22.5,Y,NA
29,SC2MD,2,8,FAGR,20.1,Y,NA
30,SC2MD,2,9,TSCA,8.2,Y,NA
31,SC2MD,2,10,QURU,33.3,Y,NA
32,SC2MD,2,11,BEAL,14.3,Y,NA
33,SC2MD,2,12,TSCA,11.1,Y,NA
34,SC2MD,2,13,TSCA,5.1,Y,NA
35,SC2MD,2,14,TSCA,6.3,Y,NA
36,SC2MD,2,15,TSCA,8.7,Y,NA
37,SC2MD,2,16,FAGR,13,Y,NA
38,SC2MD,2,17,BEPA,32.6,Y,NA
39,SC2MD,2,18,ACRU,29.6,Y,NA
40,SC2MD,2,19,ACRU,23.7,Y,NA
41,SC2MD,2,20,FAGR,13.5,Y,NA
42,SC2MD,2,21,TSCA,11.5,Y,NA
43,SC2MD,2,22,ACRU,17.6,Y,NA
44,SC2MD,2,23,TSCA,7,Y,NA
45,SC2MD,2,24,TSCA,16.9,Y,NA
46,SC2MD,2,25,TSCA,6,Y,NA
47,SC2MD,2,26,TSCA,17.9,Y,NA
48,SC2MD,2,27,ACRU,14.6,Y,NA
49,SC2MD,2,28,FAGR,13.5,Y,NA
50,SC2MD,2,29,TSCA,9.2,Y,NA
51,SC2MD,2,30,FAGR,9.9,Y,NA
52,SC2MD,2,31,TSCA,12.7,Y,NA
53,SC2MD,2,32,TSCA,6.1,Y,NA
54,SC2MD,3,1,FAGR,22.2,Y,NA
55,SC2MD,3,2,FAGR,9,Y,NA
56,SC2MD,3,3,FAGR,11.7,Y,NA
57,SC2MD,3,4,FAGR,6.4,Y,NA
58,SC2MD,3,5,BELE,14,Y,NA
59,SC2MD,3,6,BEPA,21.1,Y,NA
60,SC2MD,3,7,TSCA,22.1,Y,NA
61,SC2MD,3,8,BELE,15.6,Y,NA
62,SC2MD,3,9,FAGR,25.1,N,3
63,SC2MD,3,10,FAGR,17.8,N,2
64,SC2MD,3,11,TSCA,16.4,Y,NA
65,SC2MD,3,12,QURU,25.8,Y,NA
66,SC2MD,3,13,TSCA,6.5,Y,NA
67,SC2MD,3,14,FAGR,13.3,N,4
68,SC2MD,3,15,BEPA,19.8,Y,NA
69,SC2MD,3,16,TSCA,33.7,Y,NA
70,SC2MD,3,17,TSCA,14.7,Y,NA
71,SC2MD,3,18,PIST,13.7,Y,NA
72,SC2MD,3,19,ACRU,11.6,N,5
73,SC2MD,3,20,FAGR,14.6,N,2.5
74,SC2MD,3,21,FAGR,18,Y,NA
75,SC2MD,3,22,TSCA,14.6,Y,NA
76,SC2MD,3,23,FAGR,12.4,N,10
77,SC2MD,3,24,FAGR,22.5,N,2
78,SC2MD,3,25,TSCA,5.7,Y,NA
79,SC2MD,3,26,ACRU,22.1,Y,NA
80,SC2MD,3,27,FAGR,13.6,Y,NA
81,SC2MD,4,1,FAGR,8,Y,NA
82,SC2MD,4,2,ACRU,16.1,Y,NA
83,SC2MD,4,3,TSCA,8.7,Y,NA
84,SC2MD,4,4,QURU,35.2,Y,NA
85,SC2MD,4,5,QURU,22.3,Y,NA
86,SC2MD,4,6,FAGR,9.9,Y,NA
87,SC2MD,4,7,TSCA,12.6,Y,NA
88,SC2MD,4,8,TSCA,6,Y,NA
89,SC2MD,4,9,TSCA,7.3,Y,NA
90,SC2MD,4,10,TSCA,6.1,Y,NA
91,SC2MD,4,11,TSCA,21,Y,NA
92,SC2MD,4,12,TSCA,10,Y,NA
93,SC2MD,4,13,TSCA,7.2,Y,NA
94,SC2MD,4,14,TSCA,18.5,Y,NA
95,SC2MD,4,15,ACRU,12.2,Y,NA
96,SC2MD,4,16,ACRU,14.6,Y,NA
97,SC2MD,4,17,QURU,32,Y,NA
98,SC2MD,4,18,QURU,39.9,Y,NA
99,SC2MD,4,19,FAGR,8.1,Y,NA
100,SC2MD,4,20,OSVI,7.3,Y,NA
101,SC2MD,4,21,QURU,46.1,Y,NA
102,SC2MD,4,22,FAGR,6.9,Y,NA
103,SC2MD,4,23,BEPA,23,N,10
104,SC2MD,4,24,TSCA,7.4,Y,NA
105,SC2MD,4,25,FAGR,5.4,N,1
106,SC2MD,4,26,BEPA,30.2,Y,NA
107,SC2MD,4,27,BELE,13.3,Y,15
108,SC2MD,4,28,FAGR,25.4,N,NA
109,SC2MD,4,29,TSCA,22,Y,NA
110,SC2MD,4,30,FAGR,25.6,Y,NA
111,SC2MD,4,31,FAGR,19.5,Y,NA
112,SC2MD,4,32,TSCA,5.5,Y,NA
113,SC2MD,4,33,FAGR,16,Y,NA
114,SC2MD,4,34,FAGR,6.1,Y,NA
115,SC2MD,4,35,ACRU,19.1,Y,NA
116,SC2MD,4,36,TSCA,6,Y,NA
117,SC2MD,4,37,QURU,42.8,Y,NA
118,SC2MD,5,1,QURU,34.1,Y,NA
119,SC2MD,5,2,ACRU,14.3,Y,NA
120,SC2MD,5,3,QURU,22.1,Y,NA
121,SC2MD,5,4,QURU,40.6,Y,NA
122,SC2MD,5,5,FAGR,8.9,N,6
123,SC2MD,5,6,FAGR,12.3,N,12
124,SC2MD,5,7,BELE,10.9,Y,NA
125,SC2MD,5,8,TSCA,21.5,Y,NA
126,SC2MD,5,9,TSCA,13.1,Y,NA
127,SC2MD,5,10,ACRU,9.9,Y,NA
128,SC2MD,5,11,TSCA,13,Y,NA
129,SC2MD,5,12,FAGR,8.8,Y,NA
130,SC2MD,5,13,TSCA,10.2,Y,NA
131,SC2MD,5,14,BELE,11.8,Y,NA
132,SC2MD,5,15,TSCA,14.1,Y,NA
133,SC2MD,5,16,BELE,15.4,Y,NA
134,SC2MD,5,17,ACRU,7.4,N,8
135,SC2MD,5,18,BEPA,25.9,Y,NA
136,SC2MD,5,19,FAGR,9.5,N,7
137,SC2MD,5,20,TSCA,10.6,Y,NA
138,SC2MD,5,21,TSCA,14.1,Y,NA
139,SC2MD,5,22,TSCA,14.3,Y,NA
140,SC2MD,5,23,TSCA,5,Y,NA
141,SC2MD,5,24,TSCA,12.2,Y,NA
142,SC2MD,5,25,FAGR,8.3,Y,NA
143,SC2MD,5,26,FAGR,14.9,Y,NA
144,SC2MD,5,27,FAGR,8.4,Y,NA
145,SC2MD,5,28,FAGR,7.8,Y,NA
146,SC2MD,5,29,TSCA,7.8,Y,NA
147,SC2MD,5,30,FAGR,6,Y,NA
148,SC2MD,5,31,ACRU,31.3,Y,NA
149,SC2MD,5,32,TSCA,10.8,Y,NA
150,SC2MD,5,33,FAGR,7.5,Y,NA
151,SC2MD,5,34,TSCA,7,Y,NA
152,SC2MD,5,35,ACRU,8,Y,NA
153,SC2TS,1,1,QURU,36.1,Y,NA
154,SC2TS,1,2,TSCA,35.3,Y,NA
155,SC2TS,1,3,ACRU,6.8,Y,NA
156,SC2TS,1,4,QURU,43.4,Y,NA
157,SC2TS,1,5,QURU,36.4,Y,NA
158,SC2TS,1,6,TSCA,18,Y,NA
159,SC2TS,1,7,TSCA,5.6,Y,NA
160,SC2TS,1,8,ACRU,19.7,Y,NA
161,SC2TS,1,9,TSCA,11.1,Y,NA
162,SC2TS,1,10,TSCA,26.8,Y,NA
163,SC2TS,1,11,QURU,38,Y,NA
164,SC2TS,1,12,TSCA,29.5,Y,NA
165,SC2TS,1,13,TSCA,6.6,Y,NA
166,SC2TS,1,14,QURU,30.6,Y,NA
167,SC2TS,1,15,QURU,28.1,Y,NA
168,SC2TS,1,16,TSCA,47,Y,NA
169,SC2TS,2,1,TSCA,48,Y,NA
170,SC2TS,2,2,TSCA,37.1,Y,NA
171,SC2TS,2,3,TSCA,11.4,N,8
172,SC2TS,2,4,TSCA,29.4,Y,NA
173,SC2TS,2,5,TSCA,30.4,Y,NA
174,SC2TS,2,6,BEPA,23,N,8
175,SC2TS,2,7,BEPA,15.7,N,2
176,SC2TS,2,8,TSCA,17.9,Y,NA
177,SC2TS,2,9,TSCA,9.2,N,7
178,SC2TS,2,10,BELE,27.3,Y,NA
179,SC2TS,2,11,TSCA,12.1,N ,3
180,SC2TS,2,12,TSCA,34.4,Y,NA
181,SC2TS,2,13,TSCA,7.3,Y,NA
182,SC2TS,2,14,ACRU,22.3,Y,NA
183,SC2TS,2,15,TSCA,9.1,Y,NA
184,SC2TS,2,16,TSCA,29.9,Y,NA
185,SC2TS,3,1,PIST,27.7,Y,NA
186,SC2TS,3,2,TSCA,15.8,Y,NA
187,SC2TS,3,3,TSCA,25.9,Y,NA
188,SC2TS,3,4,TSCA,15.9,Y,NA
189,SC2TS,3,5,TSCA,45.6,Y,NA
190,SC2TS,3,6,TSCA,20.1,N,12
191,SC2TS,3,7,TSCA,23.8,Y,NA
192,SC2TS,3,8,TSCA,14.5,N,12
193,SC2TS,3,9,BEAL,18.1,Y,NA
194,SC2TS,3,10,TSCA,19.3,Y,NA
195,SC2TS,3,11,TSCA,20,Y,NA
196,SC2TS,3,12,TSCA,16.6,Y,NA
197,SC2TS,3,13,FAGR,26.6,Y,NA
198,SC2TS,3,14,FAGR,20.4,Y,NA
199,SC2TS,3,15,FAGR,31.8,Y,NA
200,SC2TS,3,16,TSCA,6.7,Y,NA
201,SC2TS,3,17,TSCA,9.1,Y,NA
202,SC2TS,3,18,TSCA,20.6,Y,NA
203,SC2TS,3,19,QURU,29.9,Y,NA
204,SC2TS,3,20,TSCA,5.1,Y,NA
205,SC2TS,3,21,TSCA,10.1,Y,NA
206,SC2TS,4,1,TSCA,31.8,Y,NA
207,SC2TS,4,2,QURU,49.7,Y,NA
208,SC2TS,4,3,TSCA,46.6,Y,NA
209,SC2TS,4,4,TSCA,54.7,Y,NA
210,SC2TS,4,5,TSCA,64.2,N,8
211,SC2TS,4,6,BELE,16.6,Y,NA
212,SC2TS,4,7,FAGR,8.8,N,8
213,SC2TS,4,8,TSCA,17.4,Y,NA
214,SC2TS,4,9,BELE,28.4,Y,NA
215,SC2TS,4,10,BELE,25.9,Y,NA
216,SC2TS,4,11,TSCA,7.9,Y,NA
217,SC2TS,4,12,TSCA,7.6,N,4
218,SC2TS,4,13,TSCA,14.5,Y,NA
219,SC2TS,4,14,PIST,52,Y,NA
220,SC2TS,4,15,TSCA,14.9,Y,NA
221,SC2TS,4,16,TSCA,19.6,Y,NA
222,SC2TS,4,17,PIST,24.6,N,6
223,SC2TS,4,18,TSCA,9.4,Y,NA
224,SC2TS,4,19,TSCA,9.2,Y,NA
225,SC2TS,5,1,QURU,29.9,Y,NA
226,SC2TS,5,2,TSCA,21.7,Y,NA
227,SC2TS,5,3,TSCA,58.2,Y,NA
228,SC2TS,5,4,TSCA,19.5,N,10
229,SC2TS,5,5,FAGR,23.7,Y,NA
230,SC2TS,5,6,TSCA,7.6,Y,NA
231,SC2TS,5,7,BELE,27.7,N,7
232,SC2TS,5,8,FAGR,17.8,N,10
233,SC2TS,5,9,TSCA,9.7,Y,NA
234,SC2TS,5,10,TSCA,52.8,Y,NA
235,SC2TS,5,11,TSCA,31.5,Y,NA
236,SC2TS,5,12,TSCA,20.2,Y,NA
237,SC2TS,5,13,TSCA,30.4,Y,NA
238,SC2TS,5,14,TSCA,37.3,Y,NA
239,SC2TS,5,15,TSCA,25,Y,NA
240,SC2TS,5,16,TSCA,14.9,Y,NA
241,SC2TS,5,17,PIST,37.8,Y,NA
242,SC2TS,5,18,TSCA,19.6,Y,NA
243,SC2TS,5,19,TSCA,25.5,Y,NA
244,SC2TS,5,20,TSCA,6.9,Y,NA
245,MRTS,1,1,TSCA,19.4,Y,NA
246,MRTS,1,2,TSCA,27.6,Y,NA
247,MRTS,1,3,TSCA,62.3,Y,NA
248,MRTS,1,4,FAGR,22.9,Y,NA
249,MRTS,1,5,TSCA,30.7,Y,NA
250,MRTS,1,6,BELE,24.7,Y,NA
251,MRTS,1,7,TSCA,20,Y,NA
252,MRTS,1,8,TSCA,29.5,Y,NA
253,MRTS,1,9,TSCA,29.5,Y,NA
254,MRTS,1,10,TSCA,37.9,Y,NA
255,MRTS,1,11,TSCA,29.5,Y,NA
256,MRTS,1,12,TSCA,28.4,Y,NA
257,MRTS,1,13,TSCA,22.6,Y,NA
258,MRTS,1,14,TSCA,22.6,Y,NA
259,MRTS,1,15,TSCA,31.1,Y,NA
260,MRTS,2,1,TSCA,5,Y,NA
261,MRTS,2,2,TSCA,10,Y,NA
262,MRTS,2,3,TSCA,27.7,Y,NA
263,MRTS,2,4,TSCA,18,Y,NA
264,MRTS,2,5,TSCA,38.7,Y,NA
265,MRTS,2,6,TSCA,13.7,Y,NA
266,MRTS,2,7,ACRU,17.9,Y,NA
267,MRTS,2,8,TSCA,11.8,Y,NA
268,MRTS,2,9,FAGR,15.5,Y,NA
269,MRTS,2,10,TSCA,11.3,N,NA
270,MRTS,2,11,TSCA,9.2,N,NA
271,MRTS,2,12,TSCA,11.1,Y,NA
272,MRTS,2,13,PRSE,10.8,Y,NA
273,MRTS,2,14,TSCA,10.8,Y,NA
274,MRTS,2,15,TSCA,19.6,Y,NA
275,MRTS,2,16,TSCA,31.1,Y,NA
276,MRTS,2,17,TSCA,29.7,Y,NA
277,MRTS,2,18,TSCA,41.2,Y,NA
278,MRTS,3,1,TSCA,17.1,Y,NA
279,MRTS,3,2,TSCA,7.8,Y,NA
280,MRTS,3,3,OSVI,13.4,N,11
281,MRTS,3,4,TSCA,39.2,Y,NA
282,MRTS,3,5,TSCA,21.3,Y,NA
283,MRTS,3,6,ACRU,17.1,Y,NA
284,MRTS,3,7,ACRU,23.4,Y,NA
285,MRTS,3,8,TSCA,15.8,Y,NA
286,MRTS,3,9,OSVI,11,N,10
287,MRTS,3,10,TSCA,20.7,Y,NA
288,MRTS,3,11,PIST,59.6,Y,NA
289,MRTS,3,12,TSCA,21.3,Y,NA
290,MRTS,4,1,TSCA,36.1,Y,NA
291,MRTS,4,2,TSCA,19.5,Y,NA
292,MRTS,4,3,TSCA,24.9,Y,NA
293,MRTS,4,4,TSCA,32.8,Y,NA
294,MRTS,4,5,TSCA,12.8,Y,NA
295,MRTS,4,6,TSCA,16.3,Y,NA
296,MRTS,4,7,TSCA,21.5,Y,NA
297,MRTS,4,8,TSCA,19.1,Y,NA
298,MRTS,4,9,TSCA,24.6,Y,NA
299,MRTS,4,10,BEAL,9,Y,NA
300,MRTS,5,1,TSCA,32.5,Y,NA
301,MRTS,5,2,TSCA,11,Y,NA
302,MRTS,5,3,TSCA,14.7,Y,NA
303,MRTS,5,4,TSCA,12.6,Y,NA
304,MRTS,5,5,TSCA,14.6,Y,NA
305,MRTS,5,6,TSCA,52.1,Y,NA
306,MRTS,5,7,BEAL,6.8,Y,NA
307,MRTS,5,8,TSCA,13.4,Y,NA
308,MRTS,5,9,TSCA,9,Y,NA
309,MRTS,5,10,TSCA,6.9,Y,NA
310,MRTS,5,11,ACRU,17.2,Y,NA
311,MRTS,5,12,TSCA,14.6,Y,NA
312,MRTS,5,13,ACRU,17.7,Y,NA
313,MRTS,5,14,ACRU,20.8,Y,NA
314,MRTS,5,15,ACRU,28,N,NA
315,MRTS,5,16,TSCA,5.6,N,5
316,MRTS,5,17,TSCA,10.9,Y,NA
317,MRTS,5,18,PRSE,21.5,Y,NA
318,MRTS,5,19,TSCA,16.4,Y,NA
319,MRTS,5,20,FAGR,30.7,Y,NA
320,MRTS,5,21,TSCA,9.8,Y,NA
321,MRMD,1,1,ACRU,6.8,Y,NA
322,MRMD,1,2,ACRU,7.8,Y,NA
323,MRMD,1,3,ACRU,6,Y,NA
324,MRMD,1,4,ACRU,7,Y,NA
325,MRMD,1,5,ACRU,12.3,Y,NA
326,MRMD,1,6,ACRU,9.5,Y,NA
327,MRMD,1,7,PIST,6,Y,NA
328,MRMD,1,8,BEPO,8.2,Y,NA
329,MRMD,1,9,QURU,15.1,Y,NA
330,MRMD,1,10,ACRU,6,Y,NA
331,MRMD,1,11,ACRU,6.2,Y,NA
332,MRMD,1,12,BEPO,6.7,Y,NA
333,MRMD,1,13,ACRU,5,Y,NA
334,MRMD,1,14,ACRU,7,Y,NA
335,MRMD,1,15,ACRU,15.5,Y,NA
336,MRMD,1,16,ACRU,7.4,Y,NA
337,MRMD,1,17,QURU,16.7,Y,NA
338,MRMD,1,18,ACRU,6.2,Y,NA
339,MRMD,1,19,ACRU,5,Y,NA
340,MRMD,1,20,ACRU,5.3,Y,NA
341,MRMD,1,21,ACRU,7.8,Y,NA
342,MRMD,1,22,TSCA,12.5,Y,NA
343,MRMD,1,23,ACRU,7.4,N,5
344,MRMD,1,24,QURU,20.4,Y,NA
345,MRMD,1,25,QURU,15.9,Y,NA
346,MRMD,1,26,QURU,23.7,Y,NA
347,MRMD,1,27,QURU,21.6,Y,NA
348,MRMD,1,28,ACRU,6.2,Y,NA
349,MRMD,1,29,TSCA,9.1,Y,NA
350,MRMD,1,30,ACRU,5,Y,NA
351,MRMD,2,1,QURU,10.1,Y,NA
352,MRMD,2,2,QURU,20.8,Y,NA
353,MRMD,2,3,QURU,19.6,Y,NA
354,MRMD,2,4,QURU,19.8,Y,NA
355,MRMD,2,5,QURU,9.7,Y,NA
356,MRMD,2,6,ACRU,5.6,Y,NA
357,MRMD,2,7,QUVE,16.9,Y,NA
358,MRMD,2,8,ACRU,6.2,Y,NA
359,MRMD,2,9,ACRU,6.7,Y,NA
360,MRMD,2,10,ACRU,5.7,Y,NA
361,MRMD,2,11,ACRU,6.8,Y,NA
362,MRMD,2,12,ACRU,9,Y,NA
363,MRMD,2,13,PIST,15.5,Y,NA
364,MRMD,2,14,ACRU,5.1,Y,NA
365,MRMD,2,15,BEPA,8.2,Y,NA
366,MRMD,2,16,BEPA,8,N,7
367,MRMD,2,17,BEPA,8,N,3
368,MRMD,2,18,BEPA,7.6,N,2
369,MRMD,2,19,BEPA,11.4,Y,NA
370,MRMD,2,20,BEPA,9,Y,NA
371,MRMD,2,21,BEPA,8.2,Y,NA
372,MRMD,2,22,QURU,13,Y,NA
373,MRMD,2,23,QURU,12.5,Y,NA
374,MRMD,2,24,BEPA,5.8,N,3
375,MRMD,2,25,BEPA,5.1,N,1.5
376,MRMD,2,26,BEPA,5.4,Y,NA
377,MRMD,2,27,BEPA,5.7,Y,NA
378,MRMD,2,28,BEPA,5.1,N,2
379,MRMD,2,29,BEPA,7.7,Y,NA
380,MRMD,2,30,BEPA,6.9,Y,NA
381,MRMD,2,31,ACRU,9.8,Y,NA
382,MRMD,2,32,ACRU,7.1,Y,NA
383,MRMD,3,1,ACRU,9.9,Y,NA
384,MRMD,3,2,ACRU,6.8,Y,NA
385,MRMD,3,3,ACRU,14.3,Y,NA
386,MRMD,3,4,ACRU,12.3,Y,NA
387,MRMD,3,5,PIST,5,Y,NA
388,MRMD,3,6,BEPO,5,N,3
389,MRMD,3,7,BEPO,5.4,N,6
390,MRMD,3,8,BEPO,5.7,N,6
391,MRMD,3,9,BEPO,6.1,Y,NA
392,MRMD,3,10,BEPO,6.5,N,5
393,MRMD,3,11,BEPO,7.4,Y,NA
394,MRMD,3,12,BEPO,5.6,Y,NA
395,MRMD,3,13,BEPO,7,N,1.5
396,MRMD,3,14,BEPO,6.8,Y,NA
397,MRMD,3,15,BEPO,6,Y,NA
398,MRMD,3,16,BEPO,6.9,Y,NA
399,MRMD,3,17,BEPO,6.6,Y,NA
400,MRMD,3,18,BEPO,6.4,Y,NA
401,MRMD,3,19,BEPO,9,Y,NA
402,MRMD,3,20,BEPO,7.8,Y,NA
403,MRMD,3,21,BEPO,9.7,Y,NA
404,MRMD,3,22,BEPO,7,Y,NA
405,MRMD,3,23,BEPO,7.3,Y,NA
406,MRMD,4,1,QURU,29,Y,NA
407,MRMD,4,2,QURU,18.6,Y,NA
408,MRMD,4,3,QURU,12.9,Y,NA
409,MRMD,4,4,BEPO,6.9,Y,NA
410,MRMD,4,5,BEPO,5.1,Y,NA
411,MRMD,4,6,PRPE,5.4,N,3
412,MRMD,4,7,PRPE,10.1,N,5
413,MRMD,4,8,BEPA,9.8,Y,NA
414,MRMD,4,9,BEPA,12.4,Y,NA
415,MRMD,4,10,BEPA,11.2,Y,NA
416,MRMD,4,11,BEPA,10,Y,NA
417,MRMD,4,12,BEPA,9.6,Y,NA
418,MRMD,4,13,BEPA,13.3,Y,NA
419,MRMD,4,14,BEPA,8.9,N,8
420,MRMD,4,15,BEPA,5.1,N,1.5
421,MRMD,4,16,PIST,5.5,Y,NA
422,MRMD,4,17,QURU,16.9,Y,NA
423,MRMD,4,18,TSCA,7,Y,NA
424,MRMD,4,19,BEPA,9.6,Y,NA
425,MRMD,4,20,ACRU,6.6,Y,NA
426,MRMD,4,21,QURU,7.1,Y,NA
427,MRMD,4,22,ACRU,12.3,Y,NA
428,MRMD,4,23,ACRU,8.8,Y,NA
429,MRMD,4,24,ACRU,8.4,Y,NA
430,MRMD,4,25,ACRU,8,N,8
431,MRMD,4,26,ACRU,11,Y,NA
432,MRMD,4,27,PRPE,7.6,Y,NA
433,MRMD,4,28,BEPA,9,N,1.5
434,MRMD,4,29,BEPA,6.3,Y,NA
435,MRMD,4,30,BEPA,8.9,Y,NA
436,MRMD,4,31,BEPA,5.5,Y,NA
437,MRMD,4,32,BEPA,6.3,Y,NA
438,MRMD,4,33,BEPA,7.8,Y,NA
439,MRMD,5,1,BEPA,10,Y,NA
440,MRMD,5,2,BEPA,12.1,Y,NA
441,MRMD,5,3,ACRU,11.4,Y,NA
442,MRMD,5,4,ACRU,12.7,Y,NA
443,MRMD,5,5,ACRU,10.1,Y,NA
444,MRMD,5,6,BEPO,5.3,Y,NA
445,MRMD,5,7,BEPO,6.2,Y,NA
446,MRMD,5,8,BEPO,8.3,Y,NA
447,MRMD,5,9,BEPO,8.6,Y,NA
448,MRMD,5,10,BEPO,9.2,Y,NA
449,MRMD,5,11,BEPO,7.6,Y,NA
450,MRMD,5,12,BEPO,10.3,Y,NA
451,MRMD,5,13,BEPO,10.8,Y,NA
452,MRMD,5,14,BEPO,8.5,Y,NA
453,MRMD,5,15,BEPO,8.7,Y,NA
454,MRMD,5,16,ACRU,11.2,Y,NA
455,MRMD,5,17,ACRU,6.2,Y,NA
456,MRMD,5,18,ACRU,6.5,Y,NA
457,MRMD,5,19,QURU,6.9,Y,NA
458,MRMD,5,20,BEPA,8.6,Y,NA
459,MRMD,5,21,BEPA,5.3,Y,NA
460,MRMD,5,22,BEPO,8.4,Y,NA
461,MRMD,5,23,BEPO,7.8,Y,NA
462,MRMD,5,24,BEPO,6.1,Y,NA
463,MRMD,5,25,BEPO,8.9,Y,NA
464,MRMD,5,26,BEPO,6.9,Y,NA
465,MRMD,5,27,ACRU,5.9,Y,NA
466,MRMD,5,28,ACRU,6.3,Y,NA
467,MRMD,5,29,ACRU,5.3,Y,NA
468,MRMD,5,30,ACRU,7.6,Y,NA
469,MRMD,5,31,ACRU,5.6,Y,NA
470,MRMD,5,32,BEPO,5.7,Y,NA
471,MRMD,5,33,ACRU,7.9,Y,NA
472,MRMD,5,34,BEPO,6.2,N,3
473,MRMD,5,35,ACRU,9.6,Y,NA
474,MRMD,5,36,ACRU,8.6,Y,NA
475,MRMD,5,37,QURU,16.8,Y,NA
476,MRMD,5,38,BEPO,6,Y,NA
477,MRMD,5,39,ACRU,6,Y,NA
478,MRMD,5,40,BEPO ,8.6,Y,NA
479,MRMD,5,41,BEPO,5,Y,NA
480,MRMD,5,42,BEPO,6.6,Y,NA
481,MRMD,5,43,ACRU,10.4,Y,NA
482,MRMD,5,44,PIST,6.5,Y,NA
483,MRMD,5,45,BEPO,6,N,2
484,MRMD,5,46,ACRU,7.4,Y,NA
485,MRMD,5,47,ACRU,6.8,Y,NA
486,MRMD,5,48,ACRU,5.7,Y,NA
487,MRMD,5,49,ACRU,5.9,Y,NA
488,MRMD,5,50,ACRU,6.2,Y,NA
489,MRMD,5,51,ACRU,5.1,Y,NA
490,MRMD,5,52,PRPE,7.1,Y,NA
491,SC1MD,1,1,QURU,46,Y,NA
492,SC1MD,1,2,ACRU,17,Y,NA
493,SC1MD,1,3,ACRU,10.8,Y,NA
494,SC1MD,1,4,ACRU,11,Y,NA
495,SC1MD,1,5,ACRU,30.8,Y,NA
496,SC1MD,1,6,ACRU,17.4,N,NA
497,SC1MD,1,7,BEAL,18.2,Y,NA
498,SC1MD,1,8,ACRU,12.1,Y,NA
499,SC1MD,1,9,CAOV,8.7,Y,NA
500,SC1MD,1,10,ACRU,18.3,Y,NA
501,SC1MD,1,11,ACRU,5.3,Y,NA
502,SC1MD,1,12,BEAL,8.3,Y,NA
503,SC1MD,1,13,BEAL,12.3,Y,NA
504,SC1MD,1,14,ACRU,18.3,Y,NA
505,SC1MD,1,15,ACRU,14.3,N,5
506,SC1MD,1,16,PIST,13.4,N,1.5
507,SC1MD,1,17,PIST,7.1,N,1
508,SC1MD,1,18,PIST,14.5,N,2
509,SC1MD,2,1,ACRU,21.9,Y,NA
510,SC1MD,2,2,ACRU,23.2,Y,NA
511,SC1MD,2,3,BEAL,12.5,Y,NA
512,SC1MD,2,4,BEPA,25.7,Y,NA
513,SC1MD,2,5,BEAL,15.2,Y,NA
514,SC1MD,2,6,FRAM,17.7,Y,NA
515,SC1MD,2,7,PIST,17.5,N,14
516,SC1MD,2,8,ACRU,6,Y,NA
517,SC1MD,2,9,QURU,32.4,Y,NA
518,SC1MD,2,10,BEAL,18.9,Y,NA
519,SC1MD,2,11,BEAL,11.3,Y,NA
520,SC1MD,2,12,PRSE,15.7,N,12
521,SC1MD,2,13,PRSE,14,N,8
522,SC1MD,3,1,ACRU,25.1,Y,NA
523,SC1MD,3,2,CAOV,10.8,Y,NA
524,SC1MD,3,3,BEAL,18.8,Y,NA
525,SC1MD,3,4,BEAL,12.5,Y,NA
526,SC1MD,3,5,BEAL,8.1,Y,NA
527,SC1MD,3,6,BEAL,10.8,Y,NA
528,SC1MD,3,7,QURU,26.9,Y,NA
529,SC1MD,3,8,QURU,14.1,Y,NA
530,SC1MD,3,9,QURU,15.2,N,15
531,SC1MD,3,10,BEAL,5.1,Y,NA
532,SC1MD,3,11,BEAL,5.4,Y,NA
533,SC1MD,3,12,PIST,33.2,Y,NA
534,SC1MD,3,13,PIST,31.7,Y,NA
535,SC1MD,3,14,ACRU,9.9,Y,NA
536,SC1MD,3,15,ACRU,5.5,N,5
537,SC1MD,3,16,PIST,19.8,N,6
538,SC1MD,4,1,ACRU,12.1,Y,NA
539,SC1MD,4,2,ACRU,6.1,N,2
