plot,site,ft,asn,lat,long,datum,ba,st.ha,ts,bearing,aspect,slope,canopy.cover,cwd.no,cwd.con,vcwd,vcwd.con,avg.dc,tot.snags,avg.snag.ht,avg.snag.dbh,soil.ph,datetime,date,aco,airt,rh,soilt,time,pca,pcn,em.aco,osn,other.sp,tr,species,diam,dc,c,stem.master,stem.asn,dbh,alive,sh,pc.no,p,svl,tl,wt,sex
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-06-16T11:30:00Z,2005-06-16,1,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-06-16T11:30:00Z,2005-06-16,2,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2004-07-05T16:50:00Z,2004-07-05,1,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2004-07-05T16:50:00Z,2004-07-05,2,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-07-28T12:15:00Z,2005-07-28,1,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-07-28T12:15:00Z,2005-07-28,2,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-08-11T12:30:00Z,2005-08-11,1,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-08-11T12:30:00Z,2005-08-11,2,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-09-06T16:00:00Z,2005-09-06,1,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-09-06T16:00:00Z,2005-09-06,2,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-09-22T15:35:00Z,2005-09-22,1,21.7,66,16.4,15:35:00,0,NA,2,41,RASY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-09-22T15:35:00Z,2005-09-22,2,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-10-06T14:04:00Z,2005-10-06,1,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-10-06T14:04:00Z,2005-10-06,2,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-11-02T12:15:00Z,2005-11-02,1,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,1,N 42°29.285',W 71°53.882',NAD83,56.1,736,0.98,293,NW,10,91,5,4,6.2,5.5,4.6,2,3,10,3.854,2005-11-02T12:15:00Z,2005-11-02,2,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-06-16T11:30:00Z,2005-06-16,3,11,62,NA,11:30:00,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,R,35,70,92,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-06-16T11:30:00Z,2005-06-16,4,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2004-07-05T16:50:00Z,2004-07-05,3,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2004-07-05T16:50:00Z,2004-07-05,4,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-07-28T12:15:00Z,2005-07-28,3,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-07-28T12:15:00Z,2005-07-28,4,18.7,75,16.3,12:15:00,0,NA,3,17,NOVI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-08-11T12:30:00Z,2005-08-11,3,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-08-11T12:30:00Z,2005-08-11,4,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-09-06T16:00:00Z,2005-09-06,3,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-09-06T16:00:00Z,2005-09-06,4,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-09-22T15:35:00Z,2005-09-22,3,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-09-22T15:35:00Z,2005-09-22,4,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-10-06T14:04:00Z,2005-10-06,3,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-10-06T14:04:00Z,2005-10-06,4,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-11-02T12:15:00Z,2005-11-02,3,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,2,N 42°29.262',W 71°53.882',NAD83,60.2,736,0.8,298,NW,10,88,10,8,82.1,80.7,3.1,0,0,0,3.827,2005-11-02T12:15:00Z,2005-11-02,4,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-06-16T11:30:00Z,2005-06-16,5,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-06-16T11:30:00Z,2005-06-16,6,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2004-07-05T16:50:00Z,2004-07-05,5,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2004-07-05T16:50:00Z,2004-07-05,6,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-07-28T12:15:00Z,2005-07-28,5,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-07-28T12:15:00Z,2005-07-28,6,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-08-11T12:30:00Z,2005-08-11,5,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-08-11T12:30:00Z,2005-08-11,6,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-09-06T16:00:00Z,2005-09-06,5,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-09-06T16:00:00Z,2005-09-06,6,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-09-22T15:35:00Z,2005-09-22,5,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-09-22T15:35:00Z,2005-09-22,6,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-10-06T14:04:00Z,2005-10-06,5,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-10-06T14:04:00Z,2005-10-06,6,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-11-02T12:15:00Z,2005-11-02,5,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,3,N 42°29.250',W 71°53.909',NAD83,42.6,1358,1,300,NW,5,92,7,4,44.6,39.6,3.9,4,9,33,4.026,2005-11-02T12:15:00Z,2005-11-02,6,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-06-16T11:30:00Z,2005-06-16,7,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-06-16T11:30:00Z,2005-06-16,8,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2004-07-05T16:50:00Z,2004-07-05,7,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2004-07-05T16:50:00Z,2004-07-05,8,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-07-28T12:15:00Z,2005-07-28,7,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-07-28T12:15:00Z,2005-07-28,8,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-08-11T12:30:00Z,2005-08-11,7,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-08-11T12:30:00Z,2005-08-11,8,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-09-06T16:00:00Z,2005-09-06,7,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-09-06T16:00:00Z,2005-09-06,8,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-09-22T15:35:00Z,2005-09-22,7,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-09-22T15:35:00Z,2005-09-22,8,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-10-06T14:04:00Z,2005-10-06,7,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-10-06T14:04:00Z,2005-10-06,8,20.5,76,16.9,14:04:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-11-02T12:15:00Z,2005-11-02,7,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,4,N 42°29.271',W 71°53.921',NAD83,68.2,453,1,304,NW,16,88,13,7,32.6,25,3,0,0,0,3.915,2005-11-02T12:15:00Z,2005-11-02,8,8.1,47,6.3,12:15:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-06-16T11:30:00Z,2005-06-16,9,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-06-16T11:30:00Z,2005-06-16,10,11,62,NA,11:30:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2004-07-05T16:50:00Z,2004-07-05,9,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2004-07-05T16:50:00Z,2004-07-05,10,24.1,76,17.6,16:50:00,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-07-28T12:15:00Z,2005-07-28,9,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-07-28T12:15:00Z,2005-07-28,10,18.7,75,16.3,12:15:00,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-08-11T12:30:00Z,2005-08-11,9,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-08-11T12:30:00Z,2005-08-11,10,25.2,69,20,12:30:00,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-09-06T16:00:00Z,2005-09-06,9,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-09-06T16:00:00Z,2005-09-06,10,21.2,66,16.9,16:00:00,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-09-22T15:35:00Z,2005-09-22,9,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WA1TS,WA1,TS,5,N 42°29.275',W 71°53.891',NAD83,62.7,905,0.77,314,NW,12,84,6,5,25.8,25.4,3.7,2,7,14,3.684,2005-09-22T15:35:00Z,2005-09-22,10,21.7,66,16.4,15:35:00,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
