ft,site,plot,asn,aco,lat_dd,long_dd
MD,ER1,ER1MD,4,117,42.6287,-72.3688
MD,ER1,ER1MD,4,118,42.6287,-72.3688
MD,ER1,ER1MD,4,117,42.6287,-72.3688
MD,ER1,ER1MD,4,118,42.6287,-72.3688
MD,ER1,ER1MD,4,117,42.6287,-72.3688
MD,ER1,ER1MD,4,118,42.6287,-72.3688
MD,ER1,ER1MD,4,117,42.6287,-72.3688
MD,ER1,ER1MD,4,118,42.6287,-72.3688
MD,ER1,ER1MD,4,117,42.6287,-72.3688
MD,ER1,ER1MD,4,118,42.6287,-72.3688
MD,ER1,ER1MD,4,117,42.6287,-72.3688
MD,ER1,ER1MD,4,118,42.6287,-72.3688
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
MD,ER1,ER1MD,5,119,42.6289,-72.3687
MD,ER1,ER1MD,5,120,42.6289,-72.3687
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,1,121,42.6175,-72.3935
TS,ER2,ER2TS,1,122,42.6175,-72.3935
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,2,123,42.6175,-72.3933
TS,ER2,ER2TS,2,124,42.6175,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,3,125,42.6172,-72.3933
TS,ER2,ER2TS,3,126,42.6172,-72.3933
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,4,127,42.6171,-72.3936
TS,ER2,ER2TS,4,128,42.6171,-72.3936
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
TS,ER2,ER2TS,5,129,42.6174,-72.3934
TS,ER2,ER2TS,5,130,42.6174,-72.3934
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,1,131,42.6156,-72.3945
MD,ER2,ER2MD,1,132,42.6156,-72.3945
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,2,133,42.6153,-72.394
MD,ER2,ER2MD,2,134,42.6153,-72.394
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,3,135,42.6151,-72.3941
MD,ER2,ER2MD,3,136,42.6151,-72.3941
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,4,137,42.6154,-72.3946
MD,ER2,ER2MD,4,138,42.6154,-72.3946
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
MD,ER2,ER2MD,5,139,42.6154,-72.3944
MD,ER2,ER2MD,5,140,42.6154,-72.3944
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,1,141,42.6804,-72.286
TS,WSF,WSFTS,1,142,42.6804,-72.286
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,2,143,42.6801,-72.2857
TS,WSF,WSFTS,2,144,42.6801,-72.2857
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,3,145,42.6799,-72.286
TS,WSF,WSFTS,3,146,42.6799,-72.286
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,147,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,4,148,42.6803,-72.2864
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
TS,WSF,WSFTS,5,149,42.6802,-72.2859
TS,WSF,WSFTS,5,150,42.6802,-72.2859
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,151,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,1,152,42.6792,-72.2877
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,2,153,42.6789,-72.2873
MD,WSF,WSFMD,2,154,42.6789,-72.2873
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,3,155,42.6786,-72.2875
MD,WSF,WSFMD,3,156,42.6786,-72.2875
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,157,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,4,158,42.6789,-72.288
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
MD,WSF,WSFMD,5,159,42.6789,-72.2876
MD,WSF,WSFMD,5,160,42.6789,-72.2876
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,1,161,42.6487,-72.3958
TS,NSF,NSFTS,1,162,42.6487,-72.3958
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,2,163,42.6485,-72.3957
TS,NSF,NSFTS,2,164,42.6485,-72.3957
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,3,165,42.6484,-72.396
TS,NSF,NSFTS,3,166,42.6484,-72.396
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,4,167,42.6489,-72.3965
TS,NSF,NSFTS,4,168,42.6489,-72.3965
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
TS,NSF,NSFTS,5,169,42.6486,-72.3959
TS,NSF,NSFTS,5,170,42.6486,-72.3959
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,1,171,42.6486,-72.3919
MD,NSF,NSFMD,1,172,42.6486,-72.3919
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,2,173,42.6484,-72.3917
MD,NSF,NSFMD,2,174,42.6484,-72.3917
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,3,175,42.6482,-72.3919
MD,NSF,NSFMD,3,176,42.6482,-72.3919
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,4,177,42.6483,-72.3922
MD,NSF,NSFMD,4,178,42.6483,-72.3922
MD,NSF,NSFMD,5,179,42.6483,-72.392
